85;168;35;161;b_parrterre;x;
86;168;62;161;b_lake_parrterre;x;
87;35;252;7;b_sullon_caisis;x;
88;116;218;179;b_terrax_allon;x;
89;136;118;91;b_anderfield;x;
90;92;175;46;b_stonetrough;x;
91;92;175;73;b_streamcut;x;
92;242;58;115;b_windwhisper;x;
93;65;148;46;b_stonevale;x;
94;92;148;46;b_longview;x;
95;177;190;114;b_highmine;x;
96;73;118;17;b_highrock_hall;x;
97;46;20;136;north_chell_coast;x;
98;69;212;199;gap_of_chell;x;
99;236;245;234;mouth_of_vysl;x;
100;16;253;226;central_vyslioch;x;
101;75;170;25;central_vyslioch2;x;
102;16;25;253;coast_north_aurentis
103;36;62;121;ichorsand_coast;x;
104;23;213;223;ichorsand_coast2;x;
105;18;31;210;ichormouth_bay;x;
106;94;226;251;slipwater_head;x;
107;186;120;124;bay_aurentis;x;
108;34;64;221;aquirvani_coast;x;
109;10;127;237;aquirvani_coast2;x;
110;181;17;225;upper_azur;x;
111;190;211;211;lower_azure;x;
112;153;121;121;northern_palorum_alps;x;
113;100;103;5;main_palorum_alps;x;
114;11;169;185;mount_dalis;x;
115;85;93;180;inaurin_mountains;x;
116;189;236;85;b_fort_acrya;x;
117;180;175;148;b_streamstroll;x;
118;34;109;107;b_horsewatch;x;
119;216;236;112;b_braginfell;x;
120;34;136;134;b_fort_inaurus;x;
121;243;8;139;b_inaurton;x;
122;61;136;134;b_cliffbering;x;
123;61;163;161;b_runrivernorth;x;
124;112;120;207;b_mountainwill;x;
125;139;147;207;b_rollingwell;x;
126;49;39;109;b_mountaintime;x;
127;76;39;136;b_streamlanding;x;
128;222;63;126;b_haron_overlook;x;
129;76;66;163;b_rivereddy;x;
130;245;122;14;b_terac_dal;x;
131;249;117;153;b_fort_abrisus;x;
132;47;230;110;b_elfcairn;x;
133;47;230;137;b_forestedge;x;
134;74;230;137;b_grasik;x;
135;101;193;234;b_lostoak;x;
136;101;193;6;b_woodenwen;x;
137;157;44;102;b_fort_oldash;x;
138;114;8;107;b_ashton;x;
139;157;17;102;b_ironash;x;
140;87;236;107;b_ironash_sepulchre;x;
141;236;171;181;b_ashill;x;
142;114;8;134;b_streambends;x;
143;141;35;134;b_streamfield;x;
144;8;225;208;b_erinsfel;x;
145;62;191;152;b_allonwood;x;
146;236;198;208;b_aquila;x;
147;236;198;181;b_edginfield;x;
148;102;155;187;b_inner_neryes;x;
149;22;199;112;b_port_neryes;x;
150;22;172;85;b_shorewatch_tower;x;
151;75;128;187;b_flamewyre_tower;x;
152;136;145;118;b_slipside_strand;x;
153;68;211;64;b_siltmarsh;x;
154;86;222;104;b_perinedge;x;
155;14;157;238;lake_perin;x;
156;68;184;37;b_perinstream;x;
157;14;130;238;b_eldergrove;x;
158;220;194;28;b_canis_rise;x;
159;41;157;10;b_streamsplit;x;
160;247;194;55;b_nerus_overlook;x;
161;109;118;91;b_veriswoad;x;
162;82;91;64;b_greenbrook_castle;x;
163;250;145;58;b_elfblood_rocks;x;
164;223;145;31;b_cliffwatch;x;
165;48;74;133;b_mountainwood;x;
166;223;118;31;b_woodbank;x;
167;32;168;50;b_barrowbrook;x;
168;82;64;37;b_heathercross;x;
169;242;130;238;b_siltbend;x;
170;242;103;211;b_arrowbreach;x;
171;193;167;1;b_volengrass_gap;x;
172;91;186;34;b_dalisfel;x;
173;126;168;178;b_hellmud_track;x;
174;118;186;61;b_volenscree;x;
175;209;191;207;b_chell_ruins;x;
176;182;191;207;b_outer_chell_ruins;x;
177;199;12;142;b_north_chell_ruins;x;
178;172;12;115;b_shrine_of_kelis;x;
179;19;248;109;b_greenhaste;x;
180;234;249;4;b_chellmist;x;
181;19;248;82;b_grerus;x;
182;247;221;82;b_betweenstream_fields;x;
183;180;195;205;b_badwater_rush;x;
184;153;195;205;b_greyclutch_rampart;x;
185;182;205;95;b_bastards_run;x;
186;155;164;180;b_arterius_drainway;x;
187;145;240;115;b_lake_oldking;x;
188;80;197;60;b_old_kingsport;x;
189;107;197;60;b_pickwater;x;
190;65;250;11;b_mendigan_woods;x;
191;180;222;232;b_lake_oldking;x;
192;65;250;239;b_oldtree_hollow;x;
193;80;170;33;b_fieldsplit;x;
194;8;65;35;b_eye_of_chell;x;
195;15;158;145;b_point_no_point;x;
196;243;158;145;b_godsbreak_sepulchre;x;
197;243;131;118;b_the_blessed_city_of_arratium;x;
198;5;142;90;b_rest_of_the_risen;x;
199;5;169;90;b_rested_fields;x;
200;236;38;35;b_approach_of_elysium;x;
201;233;142;63;b_holy_river_of_aurelis;x;
202;233;142;90;b_river_of_the_son;x;
203;182;205;122;b_drominarium_maxima;x;
204;53;143;6;b_necropolis_of_lost_heros;x;
205;43;84;132;goldwaters_of_solaris;x;
206;137;146;28;mouth_of_the_azur;x;
207;112;119;168;inner_bay_of_azurea;x;
208;171;132;136;coast_of_azurea;x;
209;206;94;197;central_bay_of_azurea;x;
210;45;55;221;coast_of_merath;x;
211;229;22;22;kaligaian_shoals;x;
212;95;157;209;valexios_reef;x;
213;4;192;111;dursons_gap1;x;
214;73;18;249;bay_of_mara;x;
215;189;11;131;dursons_gap2;x;
216;220;165;114;ligeian_passage;x;
217;16;120;160;mothers_way;x;
218;70;76;182;coast_of_xol_aurena;x;
219;36;75;138;aquiterre_coast;x;
220;8;43;213;grand_bay_of_dolon;x;
221;18;222;243;gulf_of_oriden;x;
222;48;87;150;glasswater_point;x;
223;109;177;225;bay_of_sirens;x;
224;58;3;207;bay_of_astraquor;x;
225;208;179;58;valadani_coast;x;
226;185;247;172;maradani_coast;x;
227;44;226;155;icehorn_turn;x;
228;5;54;199;catinee_coast;x;
229;24;5;84;sea_of_ice1;x;
230;51;43;237;bay_of_chalon;x;
231;56;37;241;sea_of_ice2;x;
232;4;28;184;bay_of_malarsoll;x;
233;29;10;241;sea_of_ice3;x;
234;38;103;237;sea_of_ice_centre;x;
235;34;203;203;east_iceway;x;
236;18;185;45;west_iceway;x;
237;62;202;128;pozarani_coast;x;
238;222;16;149;druids_passage;x;
239;205;138;57;pentagan_bay;x;
240;145;70;165;velani_coast;x;
241;87;19;52;coast_of_astraquor;x;
242;240;97;68;thervroni_coast;x;
243;167;142;236;coastturn_of_crystophan;x;
244;0;15;242;great_sea_of_eltyr;x;
245;21;33;96;icegap_of_perigral;x;
246;246;158;18;iceflow_of_st_crystophyr;x;
247;186;3;213;rymeteeth_narrows;x;
248;60;99;162;north_rymeteeth;x;
249;23;58;238;passage_of_the_pilgrim;x;
250;42;34;246;sea_of_ice4;x;
251;43;67;223;sea_of_ice5;x;
252;5;13;247;sea_of_ice6;x;
253;36;55;249;sea_of_ice7;x;
254;9;28;222;sea_of_ice8;x;
255;67;169;226;sea_of_ice9;x;
256;14;47;246;saumat_lagoon;x;
257;47;123;241;north_sea_of_iros;x;
258;47;187;183;central_sea_of_iros;x;
259;4;204;153;magesound;x;
260;70;20;158;sea_of_eltyr;x;
261;59;189;247;south_sea_of_iros;x;
262;32;13;244;ragnas_teeth;x;
263;32;13;217;tradewaters1;x;
264;7;4;160;tradewaters2;x;
265;8;16;250;straight_of_minbonear1;x;
266;19;16;172;straight_of_minbonear2;x;
267;29;8;120;waters_of_mercour;x;
268;12;110;181;drewyr_coast;x;
269;29;89;149;stathwen_passage;x;
270;26;141;150;callwyt_sound;x;
271;30;22;234;gladwr_coast;x;
272;24;210;243;gysmyr_wash;x;
273;105;203;247;cape_of_coldryme;x;
274;3;32;104;chillshed_waters;x;
275;7;31;187;hanno_coast;x;
276;27;46;213;bay_of_gallanbour;x;
277;7;41;100;nigan_coast;x;
278;67;28;168;ascalic_ocean;x;
279;8;84;202;breakshore_coast1;x;
280;74;28;212;breakshore_coast2;x;
281;9;31;173;breakshore_coast3;x;
282;24;46;179;aux_surennan_coast;x;
283;24;73;206;bay_of_felarin;x;
284;37;46;138;waters_of_begressa;x;
285;11;46;216;sea_of_surenna;x;
286;43;140;238;brudian_tidepath;x;
287;5;67;119;aurentian_coast;x;
288;46;12;236;gulf_of_nefwi;x;
289;196;85;168;b_kingsgrave;x;
290;196;58;168;b_sepulchre_of_the_tombwatch;x;
291;169;58;168;b_valley_of_monuments;x;
292;169;58;141;b_mortis_altum_cathedral;x;
293;169;31;141;b_pilgrims_rest;x;
294;66;151;149;b_astraquor;x;
295;66;178;149;b_citadel_amanis;x;
296;39;151;122;b_elden_fields;x;
297;121;189;237;b_spellbond_shore;x;
298;121;189;210;b_soriana;x;
299;114;136;14;b_ponte_mar;x;
300;114;163;14;b_staffmark;x;
301;39;124;122;b_sparksand;x;
302;114;163;41;b_geojir_rocks;x;
303;141;190;68;b_skijrwood;x;
304;31;231;207;b_anotril;x;
305;31;231;180;b_scansteer_keep;x;
306;152;52;244;b_asmarfield;x;
307;179;52;16;b_mageton;x;
308;206;61;236;b_aravid;x;
309;233;61;8;b_skirinfen;x;
310;5;88;35;b_arages;x;
311;236;121;47;b_summoners_shore;x;
312;233;88;8;b_anderwick;x;
313;209;94;20;b_abrias_mount;x;
314;191;113;246;b_valada;x;
315;164;113;246;b_the_standingstones;x;
316;25;149;220;b_berins_landing;x;
317;164;86;219;b_twilight_vale;x;
318;137;86;219;b_amvir_dren;x;
319;84;33;81;b_sora;x;
320;179;34;236;b_xembrass_sands;x;
321;209;67;248;b_grove_of_merilina;x;
322;182;40;221;b_elderheart_keep;x;
323;137;86;192;b_castana;x;
324;110;59;192;b_thevros;x;
325;253;122;193;b_kirinswer_thicket;x;
326;154;125;4;b_corihon;x;
327;84;6;54;b_mogrins_hill;x;
328;253;95;193;b_dawnings_redoubt;x;
329;235;120;47;b_isle_of_vand;x;
330;196;3;206;b_marada;x;
331;161;134;98;b_icewatch_isle;x;
332;134;107;71;b_konira;x;
333;196;231;206;b_maradans_crest;x;
334;192;106;249;b_jireys_house;x;
335;165;79;222;b_spiregrove_of_aman;x;
336;138;52;222;b_cailit;x;
337;80;53;44;b_iresea;x;
338;1;105;145;b_lake_lookingglass;x;
339;248;196;62;b_maradani_hills;x;
340;1;132;145;b_cantorria;x;
341;35;52;61;b_flamesingers_overlook;x;
342;226;95;166;b_adenciar;x;
343;30;234;0;b_tower_of_yrginnal;x;
344;8;52;34;b_yrginswood;x;
345;229;105;118;b_blind_seaway;x;
346;185;220;145;b_lake_lookingglass;x;
347;226;68;166;b_lake_preswynit;x;
348;93;178;176;b_merspit;x;
349;175;216;9;b_fields_of_duhorswin;x;
350;178;84;3;b_isle_of_avepes;x;
351;175;243;9;b_salarri;x;
352;178;111;30;b_narrowpath_of_agexor;x;
353;141;46;106;b_tower_of_varilys;x;
354;114;46;106;b_point_chalegh;x;
355;202;15;36;b_anfid;x;
356;168;73;133;b_gafaryn;x;
357;168;100;133;b_mossheath;x;
358;232;165;57;b_upaan_lookout;x;
359;244;33;74;b_velas_spit;x;
360;114;41;136;b_northwind_beach;x;
361;16;60;101;b_zareshi;x;
362;43;60;101;b_adlebyr;x;
363;141;41;136;b_tuskgate;x;
364;39;151;149;b_our_mothers_of_light_and_rest;x;
365;85;30;234;b_merwood;x;
366;32;115;62;b_gales_dreamhill;x;
367;233;133;70;b_chapel_of_st_mila;x;
368;32;142;89;b_ketiors_end;x;
369;35;148;74;b_mergate;x;
370;154;163;0;b_azaras_safehold;x;
371;174;4;2;b_grove_of_the_eelorleam;x;
372;21;43;176;b_vilaxa;x;
373;174;31;29;b_ghostwater_swamp;x;
374;168;95;190;b_dursons_isle;x;
375;93;205;203;b_calmarin_spire;x;
376;16;60;74;b_st_orphian;x;
377;163;212;212;b_citadel_of_kyr;x;
378;163;212;184;b_east_raulyns_gate;x;
379;163;184;184;b_west_raulyns_gate;x;
380;130;250;148;b_watchtower_of_amryn;x;
381;83;172;224;b_temple_of_bloomsun;x;
382;110;172;224;b_north_raulyns_gate;x;
383;56;145;197;b_point_orphiros;x;
384;136;184;184;b_diosodes;x;
385;194;178;152;b_hygeldon;x;
386;100;218;171;b_stag_bay;x;
387;219;250;61;b_mochyon;x;
388;194;178;179;b_fields_of_aarylus;x;
389;221;178;179;b_hysilon;x;
390;73;191;144;b_heros_point;x;
391;47;240;231;b_heros_landing;x;
392;47;12;231;b_anologia;x;
393;47;12;3;b_temple_of_diosodes;x;
394;57;72;71;b_brittleport;x;
395;84;72;71;b_brittlewatch;x;
396;193;173;222;b_letxylo;x;
397;110;199;224;b_azure_drop;x;
398;18;22;88;b_nekremos;x;
399;221;205;179;b_lanternbough;x;
400;127;245;198;b_forests_of_nicosa;x;
401;74;12;3;b_ralakins_wend;x;
402;101;39;30;b_woodsedge_of_nicosa;x;
403;220;200;249;b_streamwood_of_nicosa;x;
404;220;227;249;b_deepwoods_of_nicosa;x;
405;74;39;3;b_kendos;x;
406;84;99;98;b_tower_of_ralakin;x;
407;111;99;98;b_kyrisfeld;x;
408;214;139;6;b_farside;x;
409;184;22;175;b_hadaros_bridge;x;
410;184;49;202;b_rafanbar;x;
411;190;238;238;b_adaras_run;x;
412;164;173;55;b_port_gedinos;x;
413;164;200;55;b_gedinos_stronghold;x;
414;117;73;204;b_afaikin;x;
415;112;129;170;b_erinos;x;
416;237;169;229;b_qedoni_spire;x;
417;85;129;170;b_point_qedoni;x;
418;183;110;205;b_house_of_rest;x;
419;133;250;41;b_isle_aigiras;x;
420;194;82;185;b_calonassa;x;
421;165;153;152;b_fort_calonassa;x;
422;167;55;185;b_dioscan_woods;x;
423;106;223;14;b_north_dioscan_woods;x;
424;167;28;158;b_thesika;x;
425;138;126;125;b_neradis;x;
426;140;28;158;b_amphiros;x;
427;128;93;57;b_megios;x;
428;154;17;225;b_megiolofo;x;
429;128;66;57;b_voriplaga;x;
430;247;254;21;b_potoplaga;x;
431;25;169;215;b_enonaxi;x;
432;52;169;215;b_lononaxi;x;
433;52;196;215;b_sirnonaxi;x;
434;114;109;109;b_fort_tourmon;x;
435;64;107;220;b_tourmon;x;
436;91;107;247;b_little_luire;x;
437;150;197;46;b_upper_luire;x;
438;114;109;82;b_ruisseur_tower;x;
439;123;170;19;b_greris;x;
440;196;43;14;b_calimar_shore;x;
441;169;16;14;b_point_osart;x;
442;169;16;242;b_calcon;x;
443;130;93;190;b_aranirsport;x;
444;193;201;6;b_point_silver;x;
445;103;93;163;b_fort_aranir;x;
446;21;117;180;b_brens_sepulchre;x;
447;157;147;217;b_tower_of_hegon;x;
448;220;228;33;b_bourevil;x;
449;247;228;60;b_tousone_lakes;x;
450;61;161;187;b_threelakes;x;
451;130;120;217;b_tagny;x;
452;21;144;207;b_saun_deu;x;
453;48;171;207;b_tour_d_borou;x;
454;141;136;109;b_arge_d_belmyr;x;
455;141;136;136;b_crianan;x;
456;168;136;136;b_forins_overlook;x;
457;118;161;19;b_forins;x;
458;91;134;19;b_rachild_riv;x;
459;152;87;47;b_point_rachild;x;
460;115;118;20;b_isle_of_lerac;x;
461;74;2;137;b_massicourt;x;
462;250;97;68;b_lisbourd;x;
463;223;70;68;b_lisi;x;
464;46;27;114;b_leton;x;
465;46;54;141;b_valleau;x;
466;102;225;6;b_frene;x;
467;19;27;87;b_auremstream;x;
468;19;0;87;b_silverpit;x;
469;157;147;244;b_pentcolline;x;
470;184;147;244;b_mount_aurem;x;
471;184;174;16;b_boisgardant;x;
472;230;17;65;b_fevremon;x;
473;29;163;13;b_balanber;x;
474;101;2;164;b_arbonne;x;
475;128;220;33;b_basarbre;x;
476;48;171;234;b_erenis;x;
477;101;29;191;b_granchamp;x;
478;128;56;191;b_colforet;x;
479;190;218;252;b_castle_casrelon;x;
480;97;107;87;b_vierforet;x;
481;56;190;40;b_ruane;x;
482;2;44;65;b_eperon;x;
483;155;247;33;b_mirfoselle_keep;x;
484;182;247;60;b_mirfoselle;x;
485;128;56;218;b_forseir_hollow;x;
486;83;217;67;b_ruiscour;x;
487;244;245;24;b_lacbrume_castle;x;
488;244;17;51;b_lyresta;x;
489;151;161;114;b_etive;x;
490;217;245;24;b_lacbrume;x;
491;124;134;114;b_castle_sylvent;x;
492;171;80;167;b_sylvent;x;
493;29;44;92;b_eteracha;x;
494;151;161;141;b_murmira;x;
495;198;80;167;b_boisiron;x;
496;198;107;167;b_stremir;x;
497;110;34;245;b_esar_firin;x;
498;217;245;252;b_nuirsyrin;x;
499;83;34;245;b_frene;x;
500;7;107;133;b_melarin;x;
501;166;147;234;b_foxgrain;x;
502;155;83;245;b_tour_de_caernis;x;
503;156;24;60;b_citadel_de_riannon;x;
504;209;137;17;b_saphircross;x;
505;10;228;70;b_auberyvan;x;
506;236;73;114;b_chouetta;x;
507;129;225;33;b_the_enigma;x;
508;129;252;60;b_aumforres;x;
509;238;201;43;b_valseron;x;
510;73;81;141;b_arui;x;
511;250;97;95;b_opirtau;x;
512;22;97;95;b_tour_etoile;x;
513;225;107;194;b_tonarive;x;
514;209;46;114;b_fonsre;x;
515;209;46;87;b_ocalsolle;x;
516;70;80;60;south_casrel_mountains;x;
517;235;107;106;north_casrel_mountains;x;
518;83;145;197;lake_orphiros;x;
519;195;237;220;godwrath_nw;x;
520;77;107;104;godwrath_sw;x;
521;131;188;158;godwrath_s;x;
522;50;12;22;godwrath_nnw;x;
523;14;1;143;calestol_basil;x;
524;247;222;95;lake_brenval;x;
525;41;1;143;upper_monmeda;x;
526;102;14;129;lower_monmeda;x;
527;74;91;230;mouth_monmeda;x;
528;95;82;197;adwyr_lakes;x;
529;106;206;206;gallan_lakes;x;
530;239;172;2;north_spine;x;
531;214;6;156;south_spine;x;
532;229;74;74;b_waywater;x;
533;219;160;84;b_galbyr;x;
534;3;239;90;b_farrock;x;
535;223;250;167;b_vanagyn_keep;x;
536;223;223;167;b_vanagyns_approach;x;
537;178;75;55;b_vanagynwood;x;
538;176;214;93;b_vanagyn_outskirts;x;
539;235;232;133;b_varault;x;
540;42;223;79;b_gens_lookout;x;
541;42;223;106;b_ergolake;x;
542;69;250;106;b_cape_nolight;x;
543;250;22;194;b_trefanis;x;
544;15;196;79;b_wrylstower;x;
545;59;40;244;b_closereach;x;
546;59;40;16;b_church_of_the_heritic;x;
547;201;184;225;b_cliffkeep;x;
548;205;102;82;b_point_hanno;x;
549;174;184;198;b_woodsalweep;x;
550;167;15;100;b_trebis;x;
551;15;169;52;b_acano_keep;x;
552;243;169;52;b_tarostat;x;
553;122;187;66;b_ianas_field;x;
554;216;142;25;b_ragnas_stronghold;x;
555;169;196;113;b_brimonne;x;
556;122;160;39;b_quarterveil;x;
557;169;196;140;b_brimelkeep;x;
558;147;157;171;b_spinepoint_castle;x;
559;151;48;55;b_ostholm;x;
560;196;196;140;b_southspire_chapel;x;
561;113;243;46;b_ennic;x;
562;85;25;178;b_stonefall_narrow;x;
563;201;193;132;b_widenyr;x;
564;181;41;22;b_castle_cyrn;x;
565;225;53;6;b_dyrhal;x;
566;0;247;186;b_symschapel;x;
567;140;15;73;b_dyrgap;x;
568;140;243;73;b_vens_hollow;x;
569;154;41;250;b_dyrwood;x;
570;69;10;216;b_arbors_castle;x;
571;228;220;159;b_trees_of_caerlor;x;
572;228;247;186;b_north_dyrwood;x;
573;85;187;244;b_edwards_landing;x;
574;142;239;237;b_nigan_citadel;x;
575;115;212;237;b_port_nigan_outskirts;x;
576;81;62;141;b_egrens_prow;x;
577;115;212;210;b_niganwood;x;
578;85;160;217;b_portsfel;x;
579;0;209;60;b_sein_holim;x;
580;0;236;87;b_hollim_forest;x;
581;90;201;129;b_astarin_wilds;x;
582;96;37;216;b_sovin;x;
583;155;40;9;b_sovcoeden;x;
584;13;60;210;b_caersov;x;
585;181;188;247;b_spinecrag_keep;x;
586;241;33;156;b_bleakvein;x;
587;181;215;247;b_spinecrag_fields;x;
588;155;13;9;b_spinecrag_valley;x;
589;79;152;179;b_spines_approach;x;
590;79;179;206;b_field_of_iswyr;x;
591;128;13;9;b_cragfall;x;
592;106;179;206;b_rubblefield;x;
593;42;238;189;b_spinespass;x;
594;187;234;102;b_cadwyns_keep;x;
595;187;234;129;b_antilogne;x;
596;232;52;109;b_safdyn_rise;x;
597;101;214;210;b_iros_tithesway;x;
598;52;152;152;b_south_iros_tithesway;x;
599;127;134;193;b_toriad;x;
600;7;104;102;b_asgwyrns_watch;x;
601;232;79;136;b_cenfis_wyd;x;
602;224;122;57;b_bryghars_midden;x;
603;7;77;102;b_gate_of_the_immolater;x;
604;150;244;104;b_bryghars_toll;x;
605;118;5;32;rothera_crags;x;
606;61;95;154;surenna_crossing1;x;
607;1;21;171;surenna_crossing2;x;
608;15;34;228;surenna_crossing3;x;
609;18;112;227;surenna_crossing4;x;
610;61;63;191;surenna_crossing5;x;
611;22;56;115;windward_waters1;x;
612;10;107;132;windward_waters2;x;
613;23;55;185;windward_waters3;x;
614;17;4;146;surenna_crossing6;x;
615;43;75;191;surenna_crossing7;x;
616;22;24;152;surenna_crossing8;x;
617;22;159;250;surenna_crossing9;x;
618;4;36;152;surenna_crossing10;x;
619;12;34;203;surenna_crossing11;x;
620;24;49;235;surenna_crossing12;x;
621;26;1;122;surenna_crossing13;x;
622;101;137;247;surenna_crossing14;x;
623;54;10;141;surenna_crossing15;x;
624;38;3;222;surenna_crossing16;x;
625;12;61;167;surenna_crossing17;x;
626;8;44;181;north_ascalic_ocean;x;
627;145;154;219;githrin_shallows;x;
628;24;46;215;githrin_shallows2;x;
629;36;34;247;nginas_strand;x;
630;16;21;164;njata_depths;x;
631;8;151;254;spirewaters;x;
632;34;0;224;batun_coast;x;
633;50;15;234;batari_crosswaters;x;
634;86;122;232;kago_windwaters;x;
635;18;56;158;shadari_coast;x;
636;38;3;249;shadari_coast2;x;
637;1;69;199;shadari_coast3;x;
638;29;85;238;tereggian_coast;x;
639;13;29;169;caladrojan_coast;x;
640;34;131;156;b_ava_motena;x;
641;23;176;111;b_ysi_avena;x;
642;34;104;129;b_eladyr;x;
643;154;161;220;b_pyrahs_sepulchre;x;
644;228;209;35;b_tyralise;x;
645;61;158;156;b_great_tree_of_xyrsa;x;
646;31;106;163;b_ithilir;x;
647;88;158;183;b_wystwyr;x;
648;31;133;163;b_mevyr_adanir;x;
649;67;114;237;b_spearpoint;x;
650;235;14;46;b_stearsteeple;x;
651;40;87;237;b_hafton;x;
652;208;215;19;b_valdyril;x;
653;40;87;210;b_valdyrton;x;
654;208;242;19;b_tagan_istil;x;
655;115;185;210;b_cragwatch;x;
656;88;185;183;b_middlaand;x;
657;58;160;190;b_udyr_adnel;x;
658;181;215;19;b_iserpoint;x;
659;38;226;56;b_balmor_keep;x;
660;41;28;143;b_angria;x;
661;139;249;112;b_chapel_st_aulus;x;
662;149;155;99;b_tithescross_inn;x;
663;139;21;112;b_coldhurst_castle;x;
664;149;182;126;b_grenoux;x;
665;182;3;148;b_ephemeral_tower;x;
666;182;231;121;b_hotys_ban;x;
667;204;70;185;b_inra_kin;x;
668;155;231;94;b_tithesfield;x;
669;155;204;94;b_secondsplit;x;
670;122;155;72;b_caelstol_overlook;x;
671;122;128;72;b_tithescrag_tower;x;
672;251;176;84;b_spinefurrow;x;
673;128;204;67;b_cragbind_fields;x;
674;177;43;131;b_spineshadow_farms;x;
675;251;149;84;b_kagyrs_run;x;
676;85;222;85;b_south_smokeroad;x;
677;239;199;29;b_smokeroad;x;
678;104;29;192;b_freshfield_cliffs;x;
679;54;35;114;b_winnowfield;x;
680;30;124;239;b_grainweep;x;
681;129;68;183;b_kyrastkeep;x;
682;118;32;59;b_monmeda_overlook;x;
683;19;21;149;b_elfcliff_rocks;x;
684;19;249;122;b_taergoril;x;
685;68;55;170;b_calnelm_stones;x;
686;92;52;137;b_surbon;x;
687;193;75;193;b_lostelf_tower;x;
688;3;124;239;b_astertower;x;
689;236;57;175;b_arnstead;x;
690;203;236;153;b_cliffdrop_field;x;
691;3;97;212;b_oak_stave;x;
692;77;2;165;b_hollimwald;x;
693;209;30;175;b_dyras_chapel;x;
694;149;214;93;b_laetena_tower;x;
695;105;14;101;spine_of_iteran;x;
696;79;194;24;sandbreak_mountains;x;
697;212;86;20;godwrath_wastes;x;
698;223;170;31;great_godwrath_desert;x;
699;233;141;101;b_viramur;x;
700;169;199;74;b_hardwater_shil;x;
701;172;215;100;b_riverwell;x;
702;172;188;73;b_blackshore_keep;x;
703;222;217;190;b_temple_of_silence;x;
704;241;8;15;b_point_casea;x;
705;169;172;74;b_tradebeach;x;
706;64;181;36;b_belcaire_bay;x;
707;102;172;188;b_temple_of_maresta;x;
708;13;35;42;b_rutravila;x;
709;4;14;249;b_talensgate;x;
710;78;215;47;b_castle_aigales;x;
711;218;97;202;b_iteransval;x;
712;218;70;202;b_varinitte;x;
713;232;242;195;b_boscva;x;
714;4;242;222;b_boscluara;x;
